id,emb,label,name,community
187,"[0.0028042797930538654, -0.0005757400067523122, 0.006368445232510567, -0.0072479937225580215, 0.002074160613119602, 0.0024672208819538355, -0.004570378456264734, -0.003986815456300974, -0.0008488833555020392, 0.006173109170049429, -0.004675906151533127, -0.0027924012392759323, -0.00552608584985137, -0.004876730497926474, 0.0031665547285228968, -0.00614681001752615, 0.0059805200435221195, -0.006223467644304037, 0.00407944992184639, 0.005456063896417618, -0.005863436497747898, -0.0005639672162942588, 0.005762047600001097, -0.008053364232182503, -0.006175187416374683, -0.006447847932577133, -0.00782843865454197, -0.004291750956326723, -0.0017573547083884478, 0.0026106468867510557, 0.004918152000755072, 0.005814387928694487, -0.0043969955295324326, -0.0028955943416804075, -0.005994555074721575, 0.002582958433777094, 0.0018955530831590295, 0.0025669666938483715, 0.0008206396596506238, 0.007068004459142685, -0.0024311121087521315, 0.0031937516760081053, -0.0022828311193734407, 0.006302752997726202, -0.0019686627201735973, -0.003719393163919449, -0.005578398704528809, 0.006456657778471708, 0.0021653349976986647, -0.003076698398217559, -0.0010998238576576114, 0.005697822198271751, 0.006366286892443895, 0.0016131537267938256, 0.0034047781955450773, 0.0043976521119475365, 0.007658777292817831, -0.003056951332837343, 0.0024060572031885386, 0.0011775799794122577, 0.0046946704387664795, 0.005929869599640369, -0.005560487974435091, 0.0030541878659278154]",Singer,Yến Trang,9
188,"[0.006742749363183975, 0.00326042459346354, -0.00048418797086924314, 0.004385757725685835, -0.006483809091150761, -0.004226838704198599, 0.004909683484584093, -0.005595735739916563, 0.0017025390407070518, 0.00404405640438199, -0.0022478823084384203, -0.00019913408323191106, -0.003999415319412947, 0.002492925152182579, -0.003661141265183687, 0.006491492968052626, -0.002200778340920806, 0.001156288431957364, 0.0042418306693434715, -0.004522814881056547, 0.005830029491335154, 0.0017286145593971014, -0.006377976853400469, 0.0067953686229884624, 0.0077735926024615765, -0.0025101325009018183, 0.008625744841992855, 0.004989434499293566, 0.004275670275092125, 0.004910187795758247, -0.004512437153607607, -0.0016003161435946822, -0.0010408118832856417, -0.0003450009389780462, 0.004132697358727455, -0.00439843162894249, 0.000701987068168819, -0.0005919203977100551, -0.00015691693988628685, -0.0035392798017710447, 0.004342762753367424, -0.005263037513941526, 0.002519615925848484, 0.004118169192224741, 0.0040421378798782825, 0.008202017284929752, -0.0036150196101516485, 0.006099543999880552, 0.0037034431006759405, 0.003131465520709753, 0.001239659613929689, 0.0002719803887885064, -0.002077685669064522, 0.006497300695627928, 0.00874931551516056, 0.007980027236044407, 0.00401728693395853, -0.0033831142354756594, -0.003019011579453945, 0.005813533440232277, -0.0022574563045054674, -0.0003492747200652957, -0.0041669332422316074, 0.004999300464987755]",Singer,Chế Linh,5
189,"[0.002185238292440772, -0.005818232428282499, 0.004983403719961643, -0.0008013324695639312, 0.006273308768868446, -0.003988146781921387, -0.006819958332926035, -0.0014619202120229602, -0.003278161631897092, 0.005277704447507858, 0.0070266034454107285, 0.008167902007699013, 0.004826940130442381, -0.0030413586646318436, 0.00011843951506307349, -0.0005891908658668399, 0.0035980362445116043, -0.007746903691440821, 0.0060807084664702415, -0.005746695213019848, 0.0049270023591816425, 0.003185732290148735, -0.003013613633811474, -0.0001000551346805878, -0.005177069455385208, -0.0006052632234059274, -0.005467876326292753, 0.006649294402450323, -0.0002462242846377194, -0.0017135642701759934, -0.0027336906641721725, 0.00724823260679841, 0.002230416750535369, -0.005253829527646303, 0.003004983300343156, 0.0011687997030094266, 0.0035215646494179964, 0.004546381998807192, -0.0014676396967843175, -0.0012721405364573002, -0.00020908695296384394, 0.0066825514659285545, 0.006204769480973482, -0.005829588044434786, 0.0021717778872698545, 0.0022133258171379566, -0.006981439422816038, -0.006958733778446913, -0.003955167252570391, -0.004183919169008732, -0.005675514228641987, 0.0017725267680361867, -0.004832391627132893, 0.003148911753669381, 1.3610242604045197e-05, -0.0002113446535076946, -0.004566575400531292, -0.000868947128765285, -0.0021973890252411366, 0.008520853705704212, 0.006111827678978443, 0.004842483904212713, -0.005997249856591225, -0.0001545211998745799]",Singer,Dương Khắc Linh,9
190,"[0.00644428888335824, -0.0034465237986296415, -0.0007133068866096437, -0.00417595449835062, -0.004786824807524681, 0.006117288023233414, -0.00037091513513587415, -0.004040251020342112, -0.0003253808827139437, 0.00650511309504509, -0.00631253607571125, -0.006242196075618267, 0.0072210393846035, 0.004358690232038498, -0.0038993703201413155, -0.0040631480515003204, -0.0010895209852606058, 0.0002842997491825372, 0.004218449350446463, -0.0005884355050511658, 0.0004990167799405754, -0.006492966320365667, 0.0010043070651590824, -0.0033553210087120533, -0.007328602951020002, 0.0040430715307593346, -0.00623621279373765, 0.00126102555077523, 0.006248294375836849, 0.0010907221585512161, -0.005667415447533131, -0.001048960373736918, 0.007803939748555422, -0.003713048994541168, -0.0018590257968753576, -0.006680064368993044, 0.0007364232442341745, 0.0035856636241078377, 0.0012726389104500413, -0.0006452230154536664, 0.0041933441534638405, -0.00469698291271925, -0.004506345838308334, -0.006930368486791849, 0.00838384497910738, -0.0012964309426024556, -0.0048850360326468945, 0.006522570736706257, -0.002938981633633375, 0.0045021711848676205, -0.0014158819103613496, -0.005973557475954294, 0.002252669306471944, -0.006465770769864321, -0.0003884180332534015, 0.0003915289998985827, -0.006638338789343834, -0.00020942397532053292, -0.00844584684818983, -0.0035066211130470037, -0.00018126780923921615, -0.002210106933489442, -0.006370499264448881, 0.003943693358451128]",Singer,Suni Hạ Linh,0
191,"[0.0011017355136573315, -0.005308251827955246, -0.004123259801417589, -0.005625234916806221, -0.004854682832956314, -0.0034088916145265102, 0.0012825564481317997, -0.0056258561089634895, 0.0035575134679675102, 0.004222715739160776, 0.004194023087620735, -0.004627810325473547, 0.0012204876402392983, -0.0068395682610571384, 0.006864114198833704, -0.0018412956269457936, -0.0034056485164910555, -0.0028847488574683666, 0.0016307947225868702, -0.002899942686781287, -0.008032839745283127, 0.0031247243750840425, 0.005579656921327114, -0.0055958181619644165, 0.004793594591319561, -0.0034560798667371273, 0.004887422081083059, 0.005063157994300127, -0.0045677898451685905, -0.007367398124188185, -0.003436851315200329, 0.002607676899060607, -0.0011692619882524014, -0.0013330592773854733, 0.007973703555762768, 0.0032820221967995167, -0.0035739934537559748, -0.00428420165553689, 0.0045693786814808846, -0.0015524817863479257, -0.005439938046038151, -0.005447069648653269, 0.0006731778266839683, -0.0029626854229718447, 0.005389363504946232, -0.0020396127365529537, 0.003910103812813759, 0.0051641003228724, -0.0009157542372122407, -0.004924598149955273, -0.004387170076370239, 0.0016126189148053527, 0.0003819288103841245, -0.0042520612478256226, -0.0041597201488912106, -0.0019399418961256742, -0.0036853712517768145, 0.006892214994877577, -0.005462758243083954, 0.005457855761051178, 0.0036313114687800407, -0.003614868503063917, -0.001111470628529787, -0.0009572905255481601]",Singer,Thái Thanh,4
192,"[0.0055661629885435104, -0.004150125663727522, 0.005426151677966118, 0.005789338145405054, 0.002724315272644162, 0.007349100895226002, -0.007871563546359539, -0.0068501015193760395, 0.0054993415251374245, 0.005661251489073038, 0.005949367769062519, -0.0013329526409506798, 0.0030515592079609632, 0.0006993195856921375, -0.0004353546828497201, -0.0053759608417749405, 0.002621743129566312, 0.0046392339281737804, 0.0016178267542272806, 0.004799435380846262, 0.002980656223371625, -0.009012592025101185, -0.00539137190207839, -0.008735686540603638, 0.0007387335645034909, 0.0019797831773757935, 0.0050987619906663895, -0.0008598517742939293, 0.0004732077941298485, -0.004605457652360201, 0.005937823560088873, -0.005634036380797625, 0.0014600647846236825, 0.0010591635946184397, 0.0030400401446968317, -0.004634842276573181, -0.006819369271397591, -0.0073658921755850315, 0.003923375625163317, 0.002742200158536434, 0.0010826897341758013, -0.0009443790186196566, 0.005031693261116743, -0.0038384695071727037, -0.003571993438526988, -0.005006663966923952, 0.006317094434052706, 0.0039010299369692802, 0.0008447130676358938, 0.004821387119591236, -0.0030951430089771748, -0.0028862219769507647, 0.006937270984053612, 0.002368741203099489, -0.004865252412855625, -0.00045910387416370213, -0.005304804537445307, 0.006080831401050091, 0.0038414285518229008, -0.005165744572877884, -0.0033994230907410383, 0.0039530969224870205, -0.0008546746103093028, 0.00021186898811720312]",Singer,Thái Hiền,7
193,"[0.0015019729034975171, 0.003575380891561508, -0.005884123966097832, 0.000967268890235573, -0.0015194467268884182, 0.005482417065650225, -0.002549869939684868, -0.005000189412385225, 0.0013240459375083447, 0.004770197439938784, -0.0018329034792259336, 0.004555622115731239, -0.0018210953567177057, -0.005884270183742046, 0.006597902160137892, 0.0037830094806849957, -0.0053018126636743546, -0.004148233216255903, 0.0022638775408267975, 0.002118605887517333, 0.0033287913538515568, -0.007381412200629711, -0.001253301277756691, 0.0031229546293616295, 0.0068755317479372025, 0.0024955705739557743, 0.007967905141413212, -0.000414238718803972, -0.004250509664416313, 0.006347873248159885, 0.010233361274003983, 0.003975065890699625, 0.0065256827510893345, -0.0006047545466572046, 0.0021742505487054586, 0.0029916176572442055, -0.0015238207997754216, -0.002462801756337285, 0.0010776299750432372, 0.0032945245038717985, -0.004622362088412046, -0.0019152604509145021, 0.008025015704333782, 0.0012677506310865283, -0.0062552932649850845, 0.00358146196231246, -0.0008079665713012218, 0.005091810133308172, -0.008301828987896442, -0.0031390716321766376, 0.00422584917396307, -0.003641868010163307, 0.00243104319088161, -0.0016323302406817675, 0.005757215432822704, -0.0063641988672316074, 0.0011960749980062246, -0.005350412335246801, 0.006604854483157396, -0.0033859042450785637, 0.004179736599326134, -0.006068909540772438, -0.003928106278181076, -0.006107879802584648]",Singer,Vũ Khanh,9
194,"[0.0014470152091234922, 0.0062098428606987, 0.002193296793848276, -0.0024491704534739256, 0.004356526304036379, 0.001611592946574092, 0.008385751396417618, -0.006164862774312496, 0.003499203361570835, 0.005286939442157745, 0.001501691760495305, -0.00795605219900608, -0.0004906697431579232, 0.002371917711570859, -0.0012324592098593712, 0.0012166919186711311, 0.0025253412313759327, 0.0019647155422717333, 0.0035536421928554773, 0.008630468510091305, -0.001389194279909134, -0.003155095735564828, 0.0015529082156717777, -0.002424514153972268, 0.004758171271532774, 0.005942543037235737, 0.006067438051104546, -0.005964655429124832, 0.003071816172450781, -0.008981396444141865, 0.001555469585582614, -0.002947265515103936, -0.004780484829097986, -0.0020103384740650654, -0.005329768173396587, -0.004546669777482748, -0.0035013086162507534, -0.0028580704238265753, 0.0028861546888947487, -0.007706790696829557, 0.0032236194238066673, 0.0034442071337252855, -0.003931077662855387, -2.071948256343603e-05, -0.00031699187820777297, 0.0006965533248148859, 0.0014510881155729294, 0.004415974486619234, -0.005549555644392967, 0.0037913795094937086, -0.007360519841313362, 0.005569305270910263, -0.004605602473020554, 0.005215453915297985, -0.009523668326437473, -0.002588442526757717, -0.0004400702309794724, -0.006569782271981239, -8.247006917372346e-05, -0.0003015953698195517, -0.0030616503208875656, 0.002106892177835107, -0.0024852065835148096, -0.004452863708138466]",Singer,Phạm Duy,6
195,"[0.00012075867562089115, 0.004999564029276371, -0.0003102386253885925, -0.0050481148064136505, 0.0009842001600190997, 0.008081226609647274, 0.0053334785625338554, 0.006916504353284836, -0.007009849883615971, 0.005762671120464802, -0.0047782533802092075, -0.00618204940110445, -0.0034878309816122055, -0.006878017447888851, -0.004093324765563011, 0.0007726089097559452, -0.0006835170206613839, -0.0026947634760290384, 0.00039835183997638524, 0.0043328264728188515, 0.006012883502990007, 0.007996778003871441, 0.005132970865815878, -0.0022698205430060625, -0.00031058600870892406, -0.0006231879815459251, 0.0031102688517421484, -0.002094167284667492, 0.007881490513682365, 0.0019498850451782346, 0.004891031887382269, 0.002223425777629018, 0.0014369301497936249, -0.0008788667037151754, 0.005385201890021563, 0.006366221699863672, 0.006397896446287632, 0.005238995421677828, 0.008922121487557888, 0.005982838571071625, 0.008082571439445019, 0.0025677799712866545, 0.0030625208746641874, 0.003491475945338607, -0.003328245133161545, 0.0015648165717720985, -0.004565828014165163, 0.002228847239166498, -0.00319152744486928, -0.004764426965266466, 0.004897273611277342, -0.0034635576885193586, -0.0062291366048157215, 0.00734889367595315, 0.0002761912764981389, 0.00706912437453866, 0.0024089619982987642, 0.0002914939250331372, 0.0033442899584770203, -0.005059948656708002, 0.0018577835289761424, 0.0006508026854135096, 0.0003317072696518153, -0.006762273143976927]",Singer,Họa Mi,3
196,"[0.001420083804987371, 0.007810208946466446, -0.005864087026566267, -0.005774288903921843, 0.007844374515116215, 0.0030684059020131826, -0.0012361305998638272, 0.00625843508169055, -0.007248680107295513, 0.004362138453871012, -0.001887302496470511, -0.0027577567379921675, -0.002447495935484767, 0.00017444837430957705, 0.005122045055031776, -0.0019105387618765235, 0.007031076587736607, 0.007270749658346176, -0.0005630480009131134, -0.006426642183214426, -0.0004340861632954329, -0.003414128441363573, -0.004420426208525896, -0.006193306762725115, -0.00196503265760839, 0.003719654167070985, 0.0026392550207674503, 0.00577986566349864, -0.0009937287541106343, 0.0039150891825556755, -0.0005854512564837933, -0.00773649662733078, 0.005374812986701727, -0.001125036971643567, -0.0007221512496471405, -0.0006307910080067813, 0.0032737485598772764, 0.004003490321338177, -0.008905859664082527, -0.005202021915465593, -0.001118914457038045, 0.007475774735212326, 0.006770618259906769, 0.0033633913844823837, 0.003482542699202895, -0.0014311475679278374, -0.003994717262685299, -7.340802403632551e-05, -0.00017240233137272298, 0.003951469901949167, 0.007653194013983011, 0.008983327075839043, -0.001410050317645073, -0.0019388127839192748, 0.003679691581055522, -0.00527085131034255, 0.0013052623253315687, 0.0004435298324096948, -0.003685665549710393, -0.00046274339547380805, -0.006552435923367739, -0.004510602448135614, 0.0002821899252012372, -0.005030927713960409]",Singer,Trần Văn Trạch,2
197,"[0.0004082060477230698, -0.0010642778361216187, -0.0029029976576566696, 0.0031357065308839083, 0.006659988779574633, 0.0016242400743067265, 0.002660727361217141, -0.007717724423855543, 0.00773792015388608, 0.004121911711990833, 0.007137071806937456, 0.0028233155608177185, 0.006869631353765726, -0.006500058341771364, -0.005556565243750811, 0.006835554726421833, -0.00378248980268836, -0.0012864023447036743, 0.0020662604365497828, -0.007481620647013187, -0.0009731947793625295, -0.003022535005584359, -0.0018582509364932775, 0.004889207426458597, 0.003211214207112789, 0.005899981129914522, 0.003855199785903096, -0.006920764688402414, -0.006555241532623768, -0.0016661883564665914, 0.00033160264138132334, 0.002064858330413699, 0.00806630402803421, -0.0018548871157690883, -0.0014118433464318514, 0.003359529422596097, -0.007220868952572346, 0.007481485139578581, 0.006082132458686829, -0.006176944822072983, -0.006878022104501724, 0.005804200191050768, -0.00720747048035264, -0.006107197143137455, 0.0007524943794123828, 0.006815154571086168, 0.004827008582651615, 0.0037143067456781864, 0.006100593134760857, -0.0032345731742680073, -0.0011301850900053978, 0.00697961263358593, -0.0045683495700359344, -0.004916740581393242, -0.00228102202527225, 0.0034633649047464132, 0.007910885848104954, 0.004958098288625479, -0.0018397364765405655, -7.824300701031461e-05, 0.00296163116581738, -0.0021440281998366117, -0.0005370866856537759, 0.004140890669077635]",Singer,Đàm Vĩnh Hưng,0
